Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,411.5,411.23,0.96,105.53,106.05,0.7143,0.3457,29,2,8,8,2,0,0,8,171.66,0.459,0.344,12.702,-2.231,0,0.0,0,0,2,1,2,0,2,1,0,693.633,2.079,1874244.839,-1.74,23.538,8.953,4.553,4,0
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,266.34,266.13,4.6,40.46,83.52,0.1111,0.7967,20,2,2,3,2,2,0,2,118.89,0.508,0.115,9.393,0.26,12,0.6,0,0,0,0,0,0,0,0,0,572.623,2.439,36558.819,-2.48,13.94,6.11,2.912,0,0
C/C=C(\C)C(=O)OC1CCN2CC=C(CO)C12,237.3,237.14,0.87,49.77,64.46,0.6154,0.4494,17,1,4,3,2,0,0,4,101.56,0.457,0.333,11.723,-0.247,0,0.0,0,0,2,1,2,0,2,1,0,372.861,2.03,10624.045,-1.13,12.33,5.021,2.28,2,2
C/C=C(\C)CCl,104.58,104.04,2.19,0.0,30.15,0.6,0.3535,6,0,0,1,0,0,0,1,43.81,0.122,0.043,5.384,0.663,0,0.0,0,0,0,0,0,0,0,0,0,54.959,3.219,19.8,0.03,6.03,3.229,2.278,0,0
C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O)C(=O)OC,431.49,431.19,1.41,125.46,113.59,0.4348,0.1657,31,3,7,9,2,0,0,8,181.16,0.465,0.337,12.776,-1.739,0,0.0,0,0,2,2,2,0,2,2,1,924.209,2.084,5863907.905,-2.81,24.459,9.551,4.925,3,0
C/C=C(\Cl)C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,282.72,282.07,1.71,63.6,68.36,0.5714,0.7952,19,1,4,1,3,0,0,5,115.62,0.358,0.245,12.473,-2.064,0,0.0,0,0,3,2,1,0,1,1,0,573.995,2.163,24315.797,-0.97,13.034,3.371,1.27,3,3
C/C=C(\Cl)C=O,104.54,104.0,1.33,17.07,25.67,0.25,0.3624,6,0,1,1,0,0,0,2,41.61,0.297,0.161,9.536,0.259,0,0.0,0,0,0,0,0,0,0,0,0,75.617,3.504,19.8,-0.3,5.7,2.913,1.97,0,0
C/C=C/C,56.11,56.06,1.58,0.0,20.49,0.5,0.3695,4,0,0,0,0,0,0,0,27.14,0.092,0.047,2.0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,15.219,2.549,6.855,-0.26,3.74,2.74,1.74,0,0
C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,332.4,332.16,2.35,65.13,86.25,0.6842,0.4411,24,0,5,2,4,0,0,5,141.57,0.458,0.33,12.451,-0.45,0,0.0,0,0,4,3,2,0,2,2,0,673.245,1.777,394234.599,-1.46,16.033,4.794,1.719,6,6
C/C=C/C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,248.28,248.1,1.14,63.6,63.56,0.5714,0.7556,18,1,4,1,3,0,0,4,105.32,0.358,0.245,12.337,-1.97,0,0.0,0,0,3,2,1,0,1,1,0,527.912,2.153,15740.183,-1.26,11.809,3.004,1.039,3,3
C/C=C/C1OC(=O)C=CC1O,154.16,154.06,0.4,46.53,39.84,0.375,0.4391,11,1,3,1,1,0,0,3,64.98,0.452,0.331,10.64,-0.705,0,0.0,0,0,1,0,1,0,1,0,0,205.383,2.673,308.123,-1.09,8.011,3.345,1.914,2,2
C/C=C/C=C/CCCCCCCO,182.31,182.17,3.45,20.23,58.74,0.6667,0.4501,13,1,1,8,0,0,0,1,82.17,0.396,0.043,8.547,0.348,0,0.0,0,0,0,0,0,0,0,0,0,136.06,2.988,812.703,-0.56,12.44,11.44,11.44,0,0
C/C=C/CC,70.14,70.08,1.97,0.0,25.1,0.6,0.4136,5,0,0,1,0,0,0,0,33.51,0.092,0.038,2.125,1.163,0,0.0,0,0,0,0,0,0,0,0,0,27.02,2.622,11.245,-0.26,4.74,3.74,3.74,0,0
C/C=C/CC#N,81.12,81.06,1.48,23.79,25.04,0.4,0.4384,6,0,1,1,0,0,0,1,37.9,0.198,0.066,7.896,0.538,0,0.0,0,0,0,0,0,0,0,0,0,76.429,2.92,20.986,-0.77,5.23,4.23,3.23,0,0
C/C=C/Cl,76.53,76.01,1.76,0.0,20.67,0.3333,0.4125,4,0,0,0,0,0,0,1,31.08,0.093,0.0,5.005,1.472,0,0.0,0,0,0,0,0,0,0,0,0,18.464,2.549,6.855,0.03,4.03,3.03,2.03,0,0
C/C=C/c1cc(OC)c(OC)cc1OC,208.26,208.11,2.75,27.69,60.81,0.3333,0.7611,15,0,3,4,1,1,0,3,90.27,0.496,0.164,5.253,0.669,6,0.4,0,0,0,0,0,0,0,0,0,356.13,3.268,2503.45,-1.64,11.435,5.293,2.431,0,0
C/C=C/c1cc(OC)ccc1OC,178.23,178.1,2.74,18.46,54.25,0.2727,0.7081,13,0,2,3,1,1,0,2,78.79,0.497,0.126,5.191,0.842,6,0.4615,0,0,0,0,0,0,0,0,0,302.959,3.094,976.92,-1.44,9.647,4.553,2.246,0,0
C/C=C/c1cc2c(c(=O)o1)C(=O)C(O)C(C)O2,236.22,236.07,1.0,76.74,60.11,0.3333,0.7866,17,1,5,1,2,1,0,5,97.33,0.486,0.351,11.709,-1.321,6,0.3529,0,0,1,0,2,1,1,0,0,540.317,2.604,6463.861,-1.88,11.601,4.178,1.891,2,2
C/C=C/c1ccc(OC)cc1,148.2,148.09,2.73,9.23,47.7,0.2,0.6262,11,0,1,2,1,1,0,1,67.32,0.497,0.118,5.023,0.901,6,0.5455,0,0,0,0,0,0,0,0,0,233.555,2.824,380.176,-1.24,7.862,3.814,2.114,0,0
C/C=C/c1ccc(OC)cc1OC,178.23,178.1,2.74,18.46,54.25,0.2727,0.7081,13,0,2,3,1,1,0,2,78.79,0.497,0.129,5.209,0.81,6,0.4615,0,0,0,0,0,0,0,0,0,302.959,3.074,982.085,-1.44,9.647,4.553,2.246,0,0
C/C=C/c1ccc2c(c1)OCO2,162.19,162.07,2.45,18.46,47.27,0.2,0.6311,12,0,2,1,2,1,0,2,71.42,0.454,0.231,5.229,0.342,6,0.5,0,0,1,0,1,0,1,0,0,315.615,2.383,1042.976,-1.44,7.222,2.893,1.157,0,0
C/C=C/c1cccc(OC)c1OC,178.23,178.1,2.74,18.46,54.25,0.2727,0.7081,13,0,2,3,1,1,0,2,78.79,0.493,0.167,5.244,0.762,6,0.4615,0,0,0,0,0,0,0,0,0,302.959,3.182,985.983,-1.44,9.647,4.553,2.022,0,0
C/C=C1/CC(C)C(C)(OC(C)=O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,407.46,407.19,1.58,99.21,103.75,0.619,0.367,29,0,8,1,2,0,0,8,170.39,0.458,0.35,12.914,-1.61,0,0.0,0,0,2,1,2,0,2,1,0,754.129,2.475,1439563.881,-2.48,22.805,9.345,5.319,3,3
C/C=C1/CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,351.4,351.17,0.17,96.3,88.47,0.6667,0.3947,25,2,7,1,3,0,0,7,146.45,0.459,0.341,12.575,-2.054,0,0.0,0,0,3,2,3,0,3,2,0,627.056,1.926,521923.164,-1.7,18.102,6.897,3.117,4,4
C/C=C1/C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,351.4,351.17,0.17,96.3,88.47,0.6667,0.3947,25,2,7,1,3,0,0,7,146.45,0.459,0.341,12.575,-2.054,0,0.0,0,0,3,2,3,0,3,2,0,627.056,1.926,521923.164,-1.7,18.102,6.897,3.117,4,0
C/C=C1/C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23,367.4,367.16,0.18,116.12,90.26,0.6667,0.2232,26,2,7,1,3,0,0,8,151.4,0.632,0.341,12.919,-2.134,0,0.0,1,1,3,2,3,0,3,2,0,672.451,1.957,673862.886,-1.74,19.034,6.77,2.964,5,0
C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,335.4,335.17,1.19,76.07,87.06,0.6667,0.4071,24,1,6,0,3,0,0,6,141.65,0.459,0.338,12.55,-1.651,0,0.0,0,0,3,2,3,0,3,2,0,606.53,1.909,294773.074,-1.66,17.172,6.332,2.886,4,4
C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,366.43,366.19,0.66,93.06,92.57,0.6842,0.2831,26,2,6,0,3,0,1,7,153.02,0.459,0.338,12.697,-1.747,0,0.0,1,0,3,2,3,0,3,2,0,696.143,2.006,523555.585,-1.7,19.072,6.18,2.607,5,5
C/C=C1\C[C@@H]2C=C[C@H]1C2,120.19,120.09,2.53,0.0,39.11,0.5556,0.4308,9,0,0,0,2,0,0,0,56.27,0.088,0.002,2.373,0.833,0,0.0,0,0,2,1,0,0,0,0,0,174.477,2.289,259.562,-0.52,5.279,1.729,0.658,2,0
C/C=C\C=C/C(=O)O,112.13,112.05,1.2,37.3,31.59,0.1667,0.4302,8,1,1,2,0,0,0,2,48.14,0.478,0.328,9.753,-0.914,0,0.0,0,0,0,0,0,0,0,0,0,122.49,3.5,48.276,-1.05,6.95,4.118,4.95,0,0
C/C=C\C=C/C=O,96.13,96.06,1.32,17.07,30.02,0.1667,0.2876,7,0,1,2,0,0,0,1,43.35,0.299,0.142,9.559,0.75,0,0.0,0,0,0,0,0,0,0,0,0,90.353,3.265,35.51,-0.85,6.15,5.15,5.15,0,0
C/C=C\C=O,70.09,70.04,0.76,17.07,20.88,0.25,0.3286,5,0,1,1,0,0,0,1,31.31,0.299,0.142,9.318,0.75,0,0.0,0,0,0,0,0,0,0,0,0,45.61,2.924,11.245,-0.59,4.41,3.41,3.41,0,0
C/C=C\c1ccc(O)c(OC)c1,164.2,164.08,2.43,29.46,49.37,0.2,0.727,12,1,2,2,1,1,0,2,72.11,0.504,0.161,9.254,0.172,6,0.5,0,0,0,0,0,0,0,0,0,289.89,3.046,552.947,-1.44,8.655,3.81,1.784,0,0
C/C=N/N(C)C=O,100.12,100.06,0.08,32.67,27.99,0.5,0.2746,7,0,2,2,0,0,0,3,42.62,0.277,0.229,9.707,0.639,0,0.0,0,0,0,0,0,0,0,0,1,79.759,3.347,31.917,-0.86,6.14,3.335,2.957,0,0
C1=C2CCCC(=CC3OC13)O2,150.18,150.07,1.74,21.76,39.76,0.5556,0.4904,11,0,2,0,3,0,0,2,65.49,0.467,0.11,5.59,0.334,0,0.0,0,0,3,2,3,0,3,2,0,228.288,1.999,978.38,-0.76,5.836,1.886,0.897,2,2
C1=C2c3ccccc3CCC2CCC1,184.28,184.13,3.82,0.0,60.08,0.4286,0.5748,14,0,0,0,3,1,0,0,85.65,0.08,0.016,2.478,0.874,6,0.4286,0,0,2,0,0,0,0,0,0,373.38,2.111,3408.808,-1.04,8.283,3.27,1.211,1,1
C1=CC23CCCC2(C=C1)O3,134.18,134.07,1.8,12.53,38.68,0.5556,0.4601,10,0,1,0,3,0,0,1,60.38,0.354,0.12,5.715,0.168,0,0.0,0,0,3,2,1,0,1,1,0,217.113,2.134,491.074,-0.56,5.138,1.236,0.356,2,2
C1=CC2C3C=CC(C3)C2C1,132.21,132.09,2.38,0.0,41.47,0.6,0.4438,10,0,0,0,3,0,0,0,61.63,0.088,0.013,2.443,0.925,0,0.0,0,0,3,1,0,0,0,0,0,212.078,2.039,625.774,-0.52,5.173,1.553,0.448,4,4
C1=CC2CCCCC2c2ccccc21,184.28,184.13,3.99,0.0,60.18,0.4286,0.5717,14,0,0,0,3,1,0,0,85.65,0.08,0.009,2.437,0.824,6,0.4286,0,0,2,1,0,0,0,0,0,362.056,2.05,3408.808,-1.04,8.283,3.27,1.211,2,2
C1=CC2OC2C=C1,94.11,94.04,0.88,12.53,26.94,0.3333,0.4058,7,0,1,0,2,0,0,1,42.29,0.361,0.107,5.104,0.435,0,0.0,0,0,2,1,1,0,1,1,0,119.115,2.282,115.862,-0.56,3.443,0.984,0.416,2,2
C1=CC2OC2C=CO1,110.11,110.04,0.81,21.76,28.03,0.3333,0.4303,8,0,2,0,2,0,0,2,47.4,0.473,0.11,5.104,0.3,0,0.0,0,0,2,1,2,0,2,1,0,132.608,2.168,167.353,-0.76,4.152,1.356,0.537,2,2
C1=CC2OC2c2c1cc1ccc3cccc4ccc2c1c34,268.32,268.09,5.05,12.53,86.79,0.1,0.3209,21,0,1,0,6,4,0,1,121.33,0.36,0.114,5.808,0.273,16,0.7619,0,0,2,1,1,0,1,1,0,1057.753,1.941,342259.727,-2.38,10.362,3.263,1.17,2,2
C1=CC2OC2c2cc3ccc4cccc5ccc(c21)c3c45,268.31,268.09,5.05,12.53,86.79,0.1,0.3209,21,0,1,0,6,4,0,1,121.33,0.36,0.114,5.745,0.284,16,0.7619,0,0,2,1,1,0,1,1,0,1057.753,1.929,345961.124,-2.38,10.362,3.263,1.17,2,2
C1=CC2OC2c2ccc3c4c5c(cccc5cc3c21)C=C4,268.31,268.09,4.94,12.53,87.03,0.1,0.3248,21,0,1,0,6,3,0,1,121.7,0.36,0.114,5.707,0.292,14,0.6667,0,0,3,1,1,0,1,1,0,1023.108,1.846,298997.698,-2.38,10.362,3.263,1.17,2,2
C1=CC2OC2c2cccnc21,145.16,145.05,1.55,25.42,40.89,0.2222,0.5173,11,0,2,0,3,1,0,2,64.52,0.36,0.115,5.377,0.309,6,0.5455,0,0,2,1,2,1,1,1,0,332.09,2.238,1195.596,-1.15,5.494,1.712,0.672,2,2
C1=CC2OC2c2ncccc21,145.16,145.05,1.55,25.42,40.89,0.2222,0.5173,11,0,2,0,3,1,0,2,64.52,0.358,0.131,5.355,0.26,6,0.5455,0,0,2,1,2,1,1,1,0,332.09,2.238,1195.596,-1.15,5.494,1.712,0.672,2,2
C1=CC2c3ccccc3OC2O1,160.17,160.05,2.03,18.46,43.82,0.2,0.5778,12,0,2,0,3,1,0,2,70.42,0.462,0.25,5.546,-0.109,6,0.5,0,0,2,0,2,0,2,0,0,343.447,2.143,1511.039,-1.44,6.118,2.034,0.644,2,2
C1=CCCCC1,82.15,82.08,2.12,0.0,27.61,0.6667,0.3925,6,0,0,0,1,0,0,0,38.87,0.089,0.035,2.267,1.319,0,0.0,0,0,1,0,0,0,0,0,0,45.059,2.255,34.399,-0.26,3.914,2.012,0.852,0,0
C1=COc2c(c3cc4ccccc4cc3c3ccccc23)C=C1,294.35,294.1,6.07,9.23,97.76,0.0,0.2825,23,0,1,0,5,4,0,1,133.66,0.464,0.142,5.939,0.938,18,0.7826,0,0,1,0,1,0,1,0,0,1132.91,2.076,510310.872,-3.06,12.481,4.719,1.801,0,0
C1=COc2c(c3ccccc3c3cc4ccccc4cc23)C=C1,294.35,294.1,6.07,9.23,97.76,0.0,0.2825,23,0,1,0,5,4,0,1,133.66,0.464,0.142,5.976,0.939,18,0.7826,0,0,1,0,1,0,1,0,0,1132.91,2.075,510310.872,-3.06,12.481,4.719,1.801,0,0
C1=C[C@@H]2O[C@@H]2C=C1,94.11,94.04,0.88,12.53,26.94,0.3333,0.4058,7,0,1,0,2,0,0,1,42.29,0.361,0.107,5.104,0.435,0,0.0,0,0,2,1,1,0,1,1,0,119.115,2.282,115.862,-0.56,3.443,0.984,0.416,2,0
C1=C[C@@H]2O[C@@H]2c2ncccc21,145.16,145.05,1.55,25.42,40.89,0.2222,0.5173,11,0,2,0,3,1,0,2,64.52,0.358,0.131,5.355,0.26,6,0.5455,0,0,2,1,2,1,1,1,0,332.09,2.238,1195.596,-1.15,5.494,1.712,0.672,2,0
C1=C[C@@H]2[C@H]3C=C[C@H](C3)[C@@H]2C1,132.21,132.09,2.38,0.0,41.47,0.6,0.4438,10,0,0,0,3,0,0,0,61.63,0.088,0.013,2.443,0.925,0,0.0,0,0,3,1,0,0,0,0,0,212.078,2.039,625.774,-0.52,5.173,1.553,0.448,4,0
C1=C[C@@H]2c3ccccc3O[C@@H]2O1,160.17,160.05,2.03,18.46,43.82,0.2,0.5778,12,0,2,0,3,1,0,2,70.42,0.462,0.25,5.546,-0.109,6,0.5,0,0,2,0,2,0,2,0,0,343.447,2.143,1511.039,-1.44,6.118,2.034,0.644,2,0
C1=C[C@H]2O[C@H]2c2c1cc1ccc3cccc4ccc2c1c34,268.32,268.09,5.05,12.53,86.79,0.1,0.3209,21,0,1,0,6,4,0,1,121.33,0.36,0.114,5.808,0.273,16,0.7619,0,0,2,1,1,0,1,1,0,1057.753,1.941,342259.727,-2.38,10.362,3.263,1.17,2,0
C1=C[C@H]2O[C@H]2c2cc3ccc4cccc5ccc(c21)c3c45,268.31,268.09,5.05,12.53,86.79,0.1,0.3209,21,0,1,0,6,4,0,1,121.33,0.36,0.114,5.745,0.284,16,0.7619,0,0,2,1,1,0,1,1,0,1057.753,1.929,345961.124,-2.38,10.362,3.263,1.17,2,0
C1=C[C@H]2O[C@H]2c2ccc3c4c5c(cccc5cc3c21)C=C4,268.31,268.09,4.94,12.53,87.03,0.1,0.3248,21,0,1,0,6,3,0,1,121.7,0.36,0.114,5.707,0.292,14,0.6667,0,0,3,1,1,0,1,1,0,1023.108,1.846,298997.698,-2.38,10.362,3.263,1.17,2,0
C1=C\CCC2OC2CC/C=C/CC/1,178.27,178.14,3.22,12.53,54.64,0.6667,0.4096,13,0,1,0,2,0,0,1,80.48,0.37,0.084,5.563,0.581,0,0.0,0,0,2,1,1,0,1,1,0,183.17,1.798,2221.832,-0.56,9.013,4.613,2.998,2,2
C1=Cc2c(cc3ccc4cccc5ccc2c3c45)CC1,254.33,254.11,5.54,0.0,87.5,0.1,0.3611,20,0,0,0,5,4,0,0,117.22,0.084,0.002,2.396,1.167,16,0.8,0,0,1,0,0,0,0,0,0,973.328,2.135,105539.337,-2.34,10.448,3.606,1.214,0,0
C1=Cc2c(ccc3c2ccc2ccccc23)C1,216.28,216.09,4.56,0.0,74.19,0.0588,0.483,17,0,0,0,4,3,0,0,100.19,0.079,0.009,2.268,1.081,14,0.8235,0,0,1,0,0,0,0,0,0,763.439,2.253,23916.922,-2.08,9.003,3.206,1.181,0,0
C1=Cc2c(ccc3ccc4ccccc4c23)C1,216.28,216.09,4.56,0.0,74.19,0.0588,0.483,17,0,0,0,4,3,0,0,100.19,0.079,0.003,2.268,1.078,14,0.8235,0,0,1,0,0,0,0,0,0,763.439,2.314,23791.623,-2.08,9.003,3.206,1.181,0,0
C1=Cc2c(ccc3nc4ccc5ccccc5c4cc23)CC1,281.36,281.12,5.5,12.89,94.11,0.0952,0.3061,22,0,1,0,5,4,0,1,128.46,0.248,0.072,4.902,1.075,18,0.8182,0,0,1,0,1,1,0,0,0,1073.321,1.981,287907.538,-2.67,11.932,4.41,1.625,0,0
C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,252.32,252.09,5.63,0.0,87.89,0.0,0.2473,20,0,0,0,5,4,0,0,116.51,0.062,0.003,2.317,1.313,18,0.9,0,0,1,0,0,0,0,0,0,1035.885,2.158,127715.601,-2.6,10.219,3.487,1.163,0,0
C1=Cc2c3cc4ccccc4cc3cc3cccc1c23,252.32,252.09,5.63,0.0,87.89,0.0,0.3132,20,0,0,0,5,4,0,0,116.51,0.062,0.003,2.325,1.31,18,0.9,0,0,1,0,0,0,0,0,0,1035.885,2.08,124225.182,-2.6,10.219,3.487,1.209,0,0
C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,276.34,276.09,6.22,0.0,96.58,0.0,0.228,22,0,0,0,6,5,0,0,127.17,0.061,0.001,2.297,1.334,20,0.9091,0,0,1,0,0,0,0,0,0,1239.67,2.094,438913.355,-2.86,10.808,3.479,1.085,0,0
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,252.32,252.09,5.63,0.0,87.89,0.0,0.2473,20,0,0,0,5,4,0,0,116.51,0.062,0.003,2.34,1.31,18,0.9,0,0,1,0,0,0,0,0,0,1035.885,2.13,128852.446,-2.6,10.219,3.487,1.163,0,0
C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,252.32,252.09,5.63,0.0,87.89,0.0,0.3132,20,0,0,0,5,4,0,0,116.51,0.062,0.003,2.317,1.322,18,0.9,0,0,1,0,0,0,0,0,0,955.385,2.135,128857.645,-2.6,10.219,3.487,1.163,0,0
C1=Cc2c3ccccc3cc3cccc1c23,202.26,202.08,4.48,0.0,70.38,0.0,0.3688,16,0,0,0,4,3,0,0,93.83,0.062,0.003,2.282,1.328,14,0.875,0,0,1,0,0,0,0,0,0,748.422,2.377,13821.669,-2.08,8.116,2.732,0.892,0,0
C1=Cc2cc3c4ccccc4ccc3c3cccc1c23,252.32,252.09,5.63,0.0,87.89,0.0,0.3132,20,0,0,0,5,4,0,0,116.51,0.062,0.003,2.34,1.31,18,0.9,0,0,1,0,0,0,0,0,0,1035.885,2.135,128082.79,-2.6,10.219,3.487,1.163,0,0
C1=Cc2cc3cccc4c5ccccc5c5ccc1c2c5c34,276.34,276.09,6.22,0.0,96.58,0.0,0.228,22,0,0,0,6,5,0,0,127.17,0.062,0.001,2.339,1.347,20,0.9091,0,0,1,0,0,0,0,0,0,1255.42,2.139,435394.413,-2.86,10.808,3.479,1.085,0,0
C1=Cc2cc3cccc4ccc5ccc1c2c5c43,226.28,226.08,5.07,0.0,79.07,0.0,0.3234,18,0,0,0,5,4,0,0,104.49,0.061,0.001,2.317,1.343,16,0.8889,0,0,1,0,0,0,0,0,0,957.869,2.296,46089.59,-2.34,8.707,2.729,0.853,0,0
C1=Cc2cc3ccccc3c3cccc1c23,202.26,202.08,4.48,0.0,70.38,0.0,0.3688,16,0,0,0,4,3,0,0,93.83,0.062,0.003,2.282,1.328,14,0.875,0,0,1,0,0,0,0,0,0,748.422,2.388,13745.451,-2.08,8.116,2.732,0.892,0,0
C1=Cc2ccc3c4c(ccc1c24)-c1ccccc1-3,226.28,226.08,4.97,0.0,77.31,0.0,0.3494,18,0,0,0,5,3,0,0,105.2,0.062,0.001,2.27,1.36,16,0.8889,0,0,2,0,0,0,0,0,0,798.836,2.111,50607.428,-2.34,8.707,2.729,0.82,0,0
C1=Cc2ccc3nc4ccc5ccccc5c4cc3c2CC1,281.36,281.12,5.5,12.89,94.11,0.0952,0.3061,22,0,1,0,5,4,0,1,128.46,0.248,0.072,4.912,1.081,18,0.8182,0,0,1,0,1,1,0,0,0,1073.321,1.975,287907.538,-2.67,11.932,4.41,1.625,0,0
C1=c2ccccc2=C2Cc3ccccc3C3=C4OC4=C1C32,268.31,268.09,2.51,12.53,82.23,0.1,0.6689,21,0,1,0,6,2,0,1,121.74,0.449,0.175,5.795,0.438,12,0.5714,0,0,4,1,1,0,1,1,0,1033.503,1.815,333173.147,-2.54,10.225,3.198,1.105,1,1
C1CC2(CCO1)CO2,114.14,114.07,0.57,21.76,28.74,1.0,0.4292,8,0,2,0,2,0,0,2,48.78,0.381,0.096,5.257,0.304,0,0.0,0,0,2,2,2,0,2,2,0,88.702,1.947,181.443,-0.08,4.767,1.453,0.644,0,0
C1CC2OC2C1OC1CCC2OC12,182.22,182.09,0.86,34.29,44.45,1.0,0.594,13,0,3,2,4,0,0,3,77.34,0.369,0.11,6.03,0.387,0,0.0,0,0,4,4,2,0,2,2,0,218.324,1.411,4207.592,-0.12,7.209,2.272,1.01,6,6
C1CC2OC2CC1C1CO1,140.18,140.08,0.95,25.06,35.74,1.0,0.5066,10,0,2,1,3,0,0,2,60.5,0.373,0.085,5.43,0.616,0,0.0,0,0,3,3,2,0,2,2,0,153.337,1.649,826.824,-0.08,5.555,1.742,0.789,4,4
C1CC2OC2CC1COCC1CCC2OC2C1,238.33,238.16,2.14,34.29,62.82,1.0,0.7037,17,0,3,4,4,0,0,3,102.8,0.381,0.084,5.935,0.59,0,0.0,0,0,4,4,2,0,2,2,0,265.192,1.154,31260.785,-0.12,10.771,4.216,2.376,6,6
C1CC2OC2CCC2OC12,140.18,140.08,1.1,25.06,35.79,1.0,0.4705,10,0,2,0,3,0,0,2,60.5,0.37,0.084,5.451,0.616,0,0.0,0,0,3,3,2,0,2,2,0,123.337,1.667,672.272,-0.08,5.555,1.742,0.789,4,4
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,277.5,277.28,5.3,12.03,86.9,1.0,0.7354,20,1,1,4,3,0,0,1,125.84,0.314,0.007,3.828,0.859,0,0.0,0,0,3,3,1,0,1,1,0,238.94,1.608,71858.113,-0.04,14.879,7.823,3.995,1,0
C1CCC(NC2CCCCC2)CC1,181.32,181.18,3.24,12.03,56.88,1.0,0.6893,13,1,1,2,2,0,0,1,82.29,0.311,0.007,3.858,0.872,0,0.0,0,0,2,2,0,0,0,0,0,116.06,1.687,1589.718,-0.04,9.513,4.995,2.978,0,0
C1CCC2(CC1)CO2,112.17,112.09,1.72,12.53,31.77,1.0,0.4346,8,0,1,0,2,0,0,1,50.03,0.37,0.092,5.337,0.429,0,0.0,0,0,2,2,1,0,1,1,0,86.56,1.947,181.443,-0.04,4.803,1.472,0.655,0,0
C1CCC2CC3(CCC2C1)CO3,166.26,166.14,2.75,12.53,47.98,1.0,0.504,12,0,1,0,3,0,0,1,74.48,0.37,0.092,5.586,0.415,0,0.0,0,0,3,3,1,0,1,1,0,183.443,1.705,1755.805,-0.04,7.372,2.475,1.1,3,3
C1CCC2CCCCC2C1,138.25,138.14,3.37,0.0,43.92,1.0,0.4812,10,0,0,0,2,0,0,0,64.01,0.053,0.039,1.56,1.155,0,0.0,0,0,2,2,0,0,0,0,0,80.606,1.925,348.57,0.0,6.694,2.939,1.21,0,0
C1CCC2OC2C1,98.14,98.07,1.33,12.53,27.13,1.0,0.4162,7,0,1,0,2,0,0,1,43.67,0.37,0.084,5.278,0.703,0,0.0,0,0,2,2,1,0,1,1,0,70.249,1.948,115.862,-0.04,3.902,1.221,0.556,2,2
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,372.5,372.25,2.72,55.38,97.53,1.0,0.6517,26,0,6,0,3,0,0,6,157.34,0.377,0.084,6.026,0.189,0,0.0,0,0,3,3,1,0,1,1,0,300.211,1.438,1194197.537,-0.24,20.493,12.264,7.058,4,4
C1CCC2OCCOCCOC3CCCCC3OCCOCCOCCOC2C1,416.56,416.28,2.74,64.61,108.35,1.0,0.6015,29,0,7,0,3,0,0,7,175.18,0.377,0.084,6.059,0.168,0,0.0,0,0,3,3,1,0,1,1,0,372.622,1.41,5203503.564,-0.28,23.385,14.678,9.169,4,4
C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,460.61,460.3,2.76,73.84,119.17,1.0,0.5464,32,0,8,0,3,0,0,8,193.02,0.377,0.084,6.051,0.151,0,0.0,0,0,3,3,1,0,1,1,0,371.715,1.363,22594101.744,-0.32,26.288,17.165,10.739,4,4
